Timestamp,AccumulatedVolume,RealizedPnL
2025-03-01 22:06:03,1091.3600,-0.5841
2025-03-01 22:07:12,2269.8122,-0.7909
2025-03-01 22:08:29,2356.8436,-0.8269
2025-03-01 22:09:40,2574.2966,-0.6543
